,local_unique_id,address,Country,lat,lng,coordinate_type,living_area,price,currency,title,type,offer_type,url
2,240732,"S. K. Neumanna, Pardubice - Zelené Předměstí",CZ,50.02477664174379,15.7787300210892,line,56.0,9800.0,CZK,Pronájem bytu 2+1 56 m²,apartment,rent,https://www.sreality.cz/detail/pronajem/byt/2+1/pardubice-zelene-predmesti-s--k--neumanna/240732
4,401244,"Havířská, Karviná - Nové Město",CZ,49.863478611111,18.534345000000002,point,56.0,5250.0,CZK,Pronájem bytu 2+1 56 m²,apartment,rent,https://www.sreality.cz/detail/pronajem/byt/2+1/karvina-nove-mesto-havirska/401244
5,286300,"Italská, Praha 2 - Vinohrady",CZ,50.08012457182551,14.437978732229302,line,94.0,48000.0,CZK,Pronájem bytu 3+kk 94 m²,apartment,rent,https://www.sreality.cz/detail/pronajem/byt/3+kk/praha-vinohrady-italska/286300
7,474716,"Jankovcova, Praha - Holešovice",CZ,50.110286070608794,14.4514380859215,line,43.0,16500.0,CZK,Pronájem bytu 1+kk 43 m²,apartment,rent,https://www.sreality.cz/detail/pronajem/byt/1+kk/praha-holesovice-jankovcova/474716
8,483164,"Jindřicha Plachty, Ostrava - Poruba",CZ,49.831749444444,18.165513888889,point,56.0,7700.0,CZK,Pronájem bytu 2+1 56 m²,apartment,rent,https://www.sreality.cz/detail/pronajem/byt/2+1/ostrava-poruba-jindricha-plachty/483164
10,540252,"Povltavská, Praha 8 - Troja",CZ,50.11607421253621,14.4364631658568,point,93.0,35000.0,CZK,Pronájem bytu 3+kk 93 m²,apartment,rent,https://www.sreality.cz/detail/pronajem/byt/3+kk/praha-troja-povltavska/540252
12,638044,Znojmo,CZ,48.8554987399813,16.0487976177613,polygon,31.0,6677.0,CZK,Pronájem bytu 1+1 31 m²,apartment,rent,https://www.sreality.cz/detail/pronajem/byt/1+1/znojmo-znojmo-/638044
15,1015644,"Svornosti, Praha 5 - Smíchov",CZ,50.0705562904,14.409025856800001,point,64.0,17500.0,CZK,Pronájem bytu 2+1 64 m²,apartment,rent,https://www.sreality.cz/detail/pronajem/byt/2+1/praha-smichov-svornosti/1015644
18,1277788,"Charkovská, Praha 10 - Vršovice",CZ,50.070753438221296,14.449995302941101,point,50.0,11000.0,CZK,Pronájem bytu 1+1 50 m²,apartment,rent,https://www.sreality.cz/detail/pronajem/byt/1+1/praha-vrsovice-charkovska/1277788
19,1474396,"Na Mušce, Holice",CZ,50.0755385908895,15.9824129963523,line,32.0,6900.0,CZK,Pronájem bytu 1+1 32 m²,apartment,rent,https://www.sreality.cz/detail/pronajem/byt/1+1/holice-holice-na-musce/1474396
22,1765212,"Laubova, Praha 3 - Vinohrady",CZ,50.0789605637653,14.450032002058801,line,95.0,64800.0,CZK,Pronájem bytu 3+kk 95 m²,apartment,rent,https://www.sreality.cz/detail/pronajem/byt/3+kk/praha-vinohrady-laubova/1765212
25,1916508,"Jakubské náměstí, Brno - Brno-město",CZ,49.1963622707477,16.6086825895012,point,60.0,25500.0,CZK,Pronájem bytu 2+kk 60 m²,apartment,rent,https://www.sreality.cz/detail/pronajem/byt/2+kk/brno-brno-mesto-jakubske-namesti/1916508
26,1912412,"Adamusova, Ostrava - Hrabůvka",CZ,49.789366510034114,18.261385620228,point,39.0,5990.0,CZK,Pronájem bytu 2+1 39 m²,apartment,rent,https://www.sreality.cz/detail/pronajem/byt/2+1/ostrava-hrabuvka-adamusova/1912412
27,2006108,"U kříže, Praha 5 - Jinonice",CZ,50.05427009014621,14.3664048053443,line,94.0,30000.0,CZK,Pronájem bytu 4+kk 94 m²,apartment,rent,https://www.sreality.cz/detail/pronajem/byt/4+kk/praha-jinonice-u-krize/2006108
28,2047580,"Holečkova, Praha 5 - Košíře",CZ,50.0717529597,14.3856450204,point,25.0,27500.0,CZK,Pronájem bytu 1+kk 25 m²,apartment,rent,https://www.sreality.cz/detail/pronajem/byt/1+kk/praha-kosire-holeckova/2047580
30,2318172,"Fastrova, Praha 6 - Břevnov",CZ,50.084043615,14.3753707753,point,91.0,28000.0,CZK,Pronájem bytu 3+kk 91 m² (Podkrovní),apartment,rent,https://www.sreality.cz/detail/pronajem/byt/3+kk/praha-brevnov-fastrova/2318172
32,2641756,"28. října, Ostrava - Moravská Ostrava",CZ,49.8320869168583,18.2795317039873,point,47.0,7500.0,CZK,Pronájem bytu 1+1 47 m²,apartment,rent,https://www.sreality.cz/detail/pronajem/byt/1+1/ostrava-moravska-ostrava-28--rijna/2641756
34,3841116,"Zvěřinova, Praha",CZ,50.08450515274,14.485477532109899,line,33.0,15000.0,CZK,Pronájem bytu 1+kk 33 m²,apartment,rent,https://www.sreality.cz/detail/pronajem/byt/1+kk/praha--zverinova/3841116
35,3960412,"Košická, Praha 10 - Vršovice",CZ,50.0698050433854,14.4498628108332,line,47.0,17500.0,CZK,Pronájem bytu 2+kk 47 m²,apartment,rent,https://www.sreality.cz/detail/pronajem/byt/2+kk/praha-vrsovice-kosicka/3960412
36,4480860,"Veveří, Brno - Veveří",CZ,49.1996002197266,16.6024799346924,point,45.0,13900.0,CZK,Pronájem bytu 2+kk 45 m²,apartment,rent,https://www.sreality.cz/detail/pronajem/byt/2+kk/brno-veveri-veveri/4480860
37,4554588,"Švýcarské nábřeží, Olomouc - Nové Sady",CZ,49.584536265112,17.2588554333597,point,68.0,13500.0,CZK,Pronájem bytu 2+kk 68 m²,apartment,rent,https://www.sreality.cz/detail/pronajem/byt/2+kk/olomouc-nove-sady-svycarske-nabrezi/4554588
38,4607580,"Italská, Praha 2 - Vinohrady",CZ,50.0766540712,14.435113365,point,44.0,18000.0,CZK,Pronájem bytu 1+kk 44 m²,apartment,rent,https://www.sreality.cz/detail/pronajem/byt/1+kk/praha-vinohrady-italska/4607580
41,4947548,"Mánesova, Praha 2 - Vinohrady",CZ,50.0778452371055,14.441404714602301,line,41.0,25000.0,CZK,Pronájem bytu 1+kk 41 m²,apartment,rent,https://www.sreality.cz/detail/pronajem/byt/1+kk/praha-vinohrady-manesova/4947548
43,5623644,"Klausova, Praha 5 - Stodůlky",CZ,50.037286713559396,14.3458423463742,point,120.0,20800.0,CZK,Pronájem bytu 3+kk 120 m²,apartment,rent,https://www.sreality.cz/detail/pronajem/byt/3+kk/praha-stodulky-klausova/5623644
44,5721948,"Kpt. Nálepky, Orlová - Poruba",CZ,49.859445,18.425163333333,point,62.0,4900.0,CZK,Pronájem bytu 3+1 62 m²,apartment,rent,https://www.sreality.cz/detail/pronajem/byt/3+1/orlova-poruba-kpt--nalepky/5721948
46,5865308,"Bezručova, Litvínov - Horní Litvínov",CZ,50.606200424738596,13.616945487712,point,94.0,6883.0,CZK,Pronájem bytu 4+1 94 m²,apartment,rent,https://www.sreality.cz/detail/pronajem/byt/4+1/litvinov-horni-litvinov-bezrucova/5865308
47,5992284,"5. května, Praha 4 - Nusle",CZ,50.056331634521506,14.437270164489698,point,32.0,11318.0,CZK,Pronájem bytu 1+kk 32 m²,apartment,rent,https://www.sreality.cz/detail/pronajem/byt/1+kk/praha-nusle-5--kvetna/5992284
53,6921308,"Famfulíkova, Praha 8 - Kobylisy",CZ,50.1320236963096,14.4711494873019,point,73.0,20000.0,CZK,Pronájem bytu 3+1 73 m²,apartment,rent,https://www.sreality.cz/detail/pronajem/byt/3+1/praha-kobylisy-famfulikova/6921308
54,6831964,"Ztracená, Praha 6 - Ruzyně",CZ,50.0823493892239,14.3085778999706,point,77.0,31900.0,CZK,Pronájem bytu 3+kk 77 m²,apartment,rent,https://www.sreality.cz/detail/pronajem/byt/3+kk/praha-ruzyne-ztracena/6831964
56,7122012,"Čerpadlová, Praha 9 - Vysočany",CZ,50.101390838623,14.505749702453599,point,58.0,10490.0,CZK,Pronájem bytu 1+1 58 m²,apartment,rent,https://www.sreality.cz/detail/pronajem/byt/1+1/praha-vysocany-cerpadlova/7122012
59,7618140,"Václavské náměstí, Praha 1 - Nové Město",CZ,50.08179092407229,14.428159713745101,point,150.0,28000.0,CZK,Pronájem bytu 2+1 150 m²,apartment,rent,https://www.sreality.cz/detail/pronajem/byt/2+1/praha-nove-mesto-vaclavske-namesti/7618140
63,8154972,"Klimentská, Praha 1 - Nové Město",CZ,50.0920082355628,14.430606058278,point,85.0,27000.0,CZK,Pronájem bytu 3+kk 85 m²,apartment,rent,https://www.sreality.cz/detail/pronajem/byt/3+kk/praha-nove-mesto-klimentska/8154972
66,8867676,"Pod Harfou, Praha 9 - Vysočany",CZ,50.104256,14.512569000000001,point,46.0,13500.0,CZK,Pronájem bytu 2+kk 46 m²,apartment,rent,https://www.sreality.cz/detail/pronajem/byt/2+kk/praha-vysocany-pod-harfou/8867676
67,9223260,"Myslíkova, Praha 2 - Nové Město",CZ,50.077646671180105,14.416952744917701,line,49.0,17000.0,CZK,Pronájem bytu 2+kk 49 m²,apartment,rent,https://www.sreality.cz/detail/pronajem/byt/2+kk/praha-nove-mesto-myslikova/9223260
71,9858908,"Kaplířova, Hradec Králové - Slezské Předměstí",CZ,50.2182588664157,15.843933852858903,point,22.0,7500.0,CZK,Pronájem  pokoje 22 m²,apartment,rent,https://www.sreality.cz/detail/pronajem/byt/pokoj/hradec-kralove-slezske-predmesti-kaplirova/9858908
74,10464348,"Cihlářská, Brno - Veveří",CZ,49.20405377260001,16.6042756169,point,51.0,10990.0,CZK,Pronájem bytu 1+1 51 m²,apartment,rent,https://www.sreality.cz/detail/pronajem/byt/1+1/brno-veveri-cihlarska/10464348
77,10895196,"Sportovní, Brno - Ponava",CZ,49.2098138350433,16.6077834853523,point,60.0,15500.0,CZK,Pronájem bytu 2+1 60 m²,apartment,rent,https://www.sreality.cz/detail/pronajem/byt/2+1/brno-ponava-sportovni/10895196
80,11058268,"Koněvova, Praha 3 - Žižkov",CZ,50.091829167244704,14.49508027734,point,69.0,17500.0,CZK,Pronájem bytu 3+1 69 m²,apartment,rent,https://www.sreality.cz/detail/pronajem/byt/3+1/praha-zizkov-konevova/11058268
82,11508828,"Šimáčkova, Praha 7 - Holešovice",CZ,50.1030840415434,14.4337563493698,point,30.0,13000.0,CZK,Pronájem bytu 1+kk 30 m²,apartment,rent,https://www.sreality.cz/detail/pronajem/byt/1+kk/praha-holesovice-simackova/11508828
86,12459868,"Högerova, Praha 5 - Hlubočepy",CZ,50.03311698936751,14.378136383987696,point,70.0,14900.0,CZK,Pronájem bytu 3+1 70 m²,apartment,rent,https://www.sreality.cz/detail/pronajem/byt/3+1/praha-hlubocepy-hogerova/12459868
87,12353372,"Pecháčkova, Praha 5 - Smíchov",CZ,50.073269868676995,14.4089986667839,line,98.0,34000.0,CZK,Pronájem bytu 3+kk 98 m²,apartment,rent,https://www.sreality.cz/detail/pronajem/byt/3+kk/praha-smichov-pechackova/12353372
90,12541788,"Václavské náměstí, Praha 1 - Nové Město",CZ,50.083535999999995,14.424057999999999,point,187.0,32000.0,CZK,Pronájem bytu 6 pokojů a více 187 m²,apartment,rent,https://www.sreality.cz/detail/pronajem/byt/6-a-vice/praha-nove-mesto-vaclavske-namesti/12541788
92,14064732,"Sokolovská, Praha 8 - Karlín",CZ,50.09437407203521,14.452309471967,point,80.0,19500.0,CZK,Pronájem bytu 3+kk 80 m²,apartment,rent,https://www.sreality.cz/detail/pronajem/byt/3+kk/praha-karlin-sokolovska/14064732
94,14077532,"Přátelství, Litvínov - Hamr",CZ,50.5926955473338,13.573087911357998,point,34.0,4800.0,CZK,Pronájem bytu 1+kk 34 m²,apartment,rent,https://www.sreality.cz/detail/pronajem/byt/1+kk/litvinov-hamr-pratelstvi/14077532
96,14462044,"Potoční, Šternberk",CZ,49.72984341220271,17.296120813831198,line,39.0,7500.0,CZK,Pronájem bytu 1+1 39 m²,apartment,rent,https://www.sreality.cz/detail/pronajem/byt/1+1/sternberk-sternberk-potocni/14462044
98,15126364,"F. L. Čelakovského, Most",CZ,50.5063892074216,13.6571364261591,line,68.0,12000.0,CZK,Pronájem bytu 3+kk 68 m²,apartment,rent,https://www.sreality.cz/detail/pronajem/byt/3+kk/most-most-f--l--celakovskeho/15126364
100,15330908,"Na struze, Praha 1 - Nové Město",CZ,50.07975,14.414385999999999,point,123.0,38000.0,CZK,Pronájem bytu 4+1 123 m²,apartment,rent,https://www.sreality.cz/detail/pronajem/byt/4+1/praha-nove-mesto-na-struze/15330908
101,15305820,"Veleslavínova, Praha 1 - Staré Město",CZ,50.08781840302471,14.415330147109305,line,160.0,50000.0,CZK,Pronájem bytu 4+1 160 m²,apartment,rent,https://www.sreality.cz/detail/pronajem/byt/4+1/praha-stare-mesto-veleslavinova/15305820
102,15379548,"Bulharská, Ostrava - Poruba",CZ,49.8259042029385,18.1879890281095,line,70.0,10000.0,CZK,Pronájem bytu 3+1 70 m²,apartment,rent,https://www.sreality.cz/detail/pronajem/byt/3+1/ostrava-poruba-bulharska/15379548
103,15506524,"Ouholická, Praha 8 - Čimice",CZ,50.14298257857021,14.4321913119569,line,45.0,12500.0,CZK,Pronájem bytu 2+kk 45 m²,apartment,rent,https://www.sreality.cz/detail/pronajem/byt/2+kk/praha-cimice-ouholicka/15506524
104,15899740,"Porubská, Ostrava - Poruba",CZ,49.8250325,18.173379999999998,point,47.0,6950.0,CZK,Pronájem bytu 2+1 47 m²,apartment,rent,https://www.sreality.cz/detail/pronajem/byt/2+1/ostrava-poruba-porubska/15899740
106,16019036,"Svatopluka Čecha, Jablonec nad Nisou",CZ,50.7265345348853,15.1790679663718,point,23.0,6000.0,CZK,Pronájem bytu 1+kk 23 m²,apartment,rent,https://www.sreality.cz/detail/pronajem/byt/1+kk/jablonec-nad-nisou-jablonec-nad-nisou-svatopluka-cecha/16019036
111,16334428,"Na Moráni, Praha 2 - Nové Město",CZ,50.0736607456892,14.4169520521586,line,155.0,46000.0,CZK,Pronájem bytu 4+kk 155 m²,apartment,rent,https://www.sreality.cz/detail/pronajem/byt/4+kk/praha-nove-mesto-na-morani/16334428
120,17402972,"Mlýnská, Brno - Trnitá",CZ,49.19048454143601,16.6173753466006,line,76.0,23000.0,CZK,Pronájem bytu 3+kk 76 m² (Mezonet),apartment,rent,https://www.sreality.cz/detail/pronajem/byt/3+kk/brno-trnita-mlynska/17402972
126,18070620,"Jungmannova, Praha 1 - Nové Město",CZ,50.080494345008,14.422526821438401,point,78.0,26000.0,CZK,Pronájem bytu 3+kk 78 m²,apartment,rent,https://www.sreality.cz/detail/pronajem/byt/3+kk/praha-nove-mesto-jungmannova/18070620
127,18427740,"Nad Popelkou, Praha 5 - Smíchov",CZ,50.068497277077206,14.3879974290362,point,55.0,11000.0,CZK,Pronájem bytu 1+1 55 m²,apartment,rent,https://www.sreality.cz/detail/pronajem/byt/1+1/praha-smichov-nad-popelkou/18427740
128,18141020,"V křepelkách, Praha 8 - Březiněves",CZ,50.1674119300229,14.481137634631699,point,25.0,8000.0,CZK,Pronájem bytu 1+kk 25 m²,apartment,rent,https://www.sreality.cz/detail/pronajem/byt/1+kk/praha-brezineves-v-krepelkach/18141020
130,18521948,"Mlýnská, Jihlava",CZ,49.4077873136967,15.5945316196684,line,51.0,9500.0,CZK,Pronájem bytu 1+1 51 m²,apartment,rent,https://www.sreality.cz/detail/pronajem/byt/1+1/jihlava-jihlava-mlynska/18521948
132,19115100,"Na výšinách, Praha - Bubeneč",CZ,50.100235999999995,14.418420999999999,line,51.0,16500.0,CZK,Pronájem bytu 2+kk 51 m²,apartment,rent,https://www.sreality.cz/detail/pronajem/byt/2+kk/praha-bubenec-na-vysinach/19115100
135,19496796,"Kamenická, Praha 7 - Holešovice",CZ,50.10019105078529,14.4272263864136,line,41.0,16000.0,CZK,Pronájem bytu 2+kk 41 m²,apartment,rent,https://www.sreality.cz/detail/pronajem/byt/2+kk/praha-holesovice-kamenicka/19496796
138,19726172,"Kramářova, Přerov - Přerov I-Město",CZ,49.44768541160911,17.4487930188179,point,60.0,9000.0,CZK,Pronájem bytu 2+1 60 m²,apartment,rent,https://www.sreality.cz/detail/pronajem/byt/2+1/prerov-prerov-i-mesto-kramarova/19726172
141,20065884,"Ječná, Praha - Nové Město",CZ,50.0755948491349,14.4249495930184,line,50.0,15000.0,CZK,Pronájem bytu 2+kk 50 m²,apartment,rent,https://www.sreality.cz/detail/pronajem/byt/2+kk/praha-nove-mesto-jecna/20065884
143,20679772,"Sídliště 1. máje, Rokytnice v Orlických horách",CZ,50.168556255739695,16.4648628775435,point,37.0,5000.0,CZK,Pronájem bytu 1+1 37 m²,apartment,rent,https://www.sreality.cz/detail/pronajem/byt/1+1/rokytnice-v-orlickych-horach-rokytnice-v-orlickych-horach-sidliste-1--maje/20679772
145,20807516,"Dělnická, Havířov - Prostřední Suchá",CZ,49.794493888889,18.448680555556,point,39.0,4100.0,CZK,Pronájem bytu 1+1 39 m²,apartment,rent,https://www.sreality.cz/detail/pronajem/byt/1+1/havirov-prostredni-sucha-delnicka/20807516
146,20880476,"Brunclíkova, Praha 6 - Břevnov",CZ,50.0857735766677,14.345597042869501,line,30.0,14500.0,CZK,Pronájem bytu 1+kk 30 m²,apartment,rent,https://www.sreality.cz/detail/pronajem/byt/1+kk/praha-brevnov-brunclikova/20880476
150,21237596,"Alšovo náměstí, Ostrava - Poruba",CZ,49.829396111111,18.167940833333002,point,57.0,7050.0,CZK,Pronájem bytu 2+kk 57 m²,apartment,rent,https://www.sreality.cz/detail/pronajem/byt/2+kk/ostrava-poruba-alsovo-namesti/21237596
152,21364572,"Břustkova, Ostrava - Výškovice",CZ,49.7823784712546,18.220847886752104,line,58.0,12000.0,CZK,Pronájem bytu 2+1 58 m²,apartment,rent,https://www.sreality.cz/detail/pronajem/byt/2+1/ostrava-vyskovice-brustkova/21364572
154,21393244,"Karla Buriana, Chomutov",CZ,50.462865645875,13.4203827267302,line,52.0,11000.0,CZK,Pronájem bytu 2+1 52 m²,apartment,rent,https://www.sreality.cz/detail/pronajem/byt/2+1/chomutov-chomutov-karla-buriana/21393244
157,21998684,"Jakutská, Praha 10 - Vršovice",CZ,50.072550832387,14.474210736135099,line,40.0,14800.0,CZK,Pronájem bytu 2+kk 40 m²,apartment,rent,https://www.sreality.cz/detail/pronajem/byt/2+kk/praha-vrsovice-jakutska/21998684
158,22110044,"Truhlářská, Praha 1 - Nové Město",CZ,50.0898390101984,14.4287075886359,point,64.0,32000.0,CZK,Pronájem bytu 3+kk 64 m²,apartment,rent,https://www.sreality.cz/detail/pronajem/byt/3+kk/praha-nove-mesto-truhlarska/22110044
159,22323036,"Čs. armády, Příbram - Příbram IV",CZ,49.6889158589097,14.0050934165188,line,24.0,7000.0,CZK,Pronájem bytu 1+kk 24 m²,apartment,rent,https://www.sreality.cz/detail/pronajem/byt/1+kk/pribram-pribram-iv-cs--armady/22323036
164,22916188,"Roháčova, Praha 3 - Žižkov",CZ,50.088718243101304,14.462730779407599,point,54.0,16500.0,CZK,Pronájem bytu 2+kk 54 m²,apartment,rent,https://www.sreality.cz/detail/pronajem/byt/2+kk/praha-zizkov-rohacova/22916188
165,23112796,"Dukelská, Ústí nad Orlicí - Hylváty",CZ,49.965975,16.4083185,point,57.0,10500.0,CZK,Pronájem bytu 2+1 57 m²,apartment,rent,https://www.sreality.cz/detail/pronajem/byt/2+1/usti-nad-orlici-hylvaty-dukelska/23112796
166,22859612,"Masarykovo nábřeží, Praha 1 - Nové Město",CZ,50.079520188624706,14.4139836133466,line,60.0,21000.0,CZK,Pronájem bytu 2+kk 60 m²,apartment,rent,https://www.sreality.cz/detail/pronajem/byt/2+kk/praha-nove-mesto-masarykovo-nabrezi/22859612
168,23580508,"Lidická, Praha 5 - Smíchov",CZ,50.0721535832,14.4056772208,point,60.0,23000.0,CZK,Pronájem bytu 2+kk 60 m²,apartment,rent,https://www.sreality.cz/detail/pronajem/byt/2+kk/praha-smichov-lidicka/23580508
170,23953244,"Běhounkova, Praha 5 - Stodůlky",CZ,50.053967072820605,14.3422098776512,point,35.0,10900.0,CZK,Pronájem bytu 1+kk 35 m²,apartment,rent,https://www.sreality.cz/detail/pronajem/byt/1+kk/praha-stodulky-behounkova/23953244
175,24711004,"Mánesova, Stříbro",CZ,49.753885922459,13.003926756457,line,60.0,11000.0,CZK,Pronájem bytu 2+kk 60 m²,apartment,rent,https://www.sreality.cz/detail/pronajem/byt/2+kk/stribro-stribro-manesova/24711004
177,24792924,"Halasova, Tišnov",CZ,49.343317,16.435491199999998,point,58.0,12500.0,CZK,Pronájem bytu 2+1 58 m²,apartment,rent,https://www.sreality.cz/detail/pronajem/byt/2+1/tisnov-tisnov-halasova/24792924
178,24751196,"Naskové, Praha 5 - Košíře",CZ,50.06315,14.359959,point,100.0,25000.0,CZK,Pronájem bytu 3+kk 100 m²,apartment,rent,https://www.sreality.cz/detail/pronajem/byt/3+kk/praha-kosire-naskove/24751196
183,25067356,"Franze Kafky, Mariánské Lázně - Úšovice",CZ,49.949283596902,12.705909186759904,line,56.0,10000.0,CZK,Pronájem bytu 2+kk 56 m²,apartment,rent,https://www.sreality.cz/detail/pronajem/byt/2+kk/marianske-lazne-usovice-franze-kafky/25067356
184,25255772,"Edisonova, Havířov - Město",CZ,49.780105555556,18.437396111111,point,54.0,5800.0,CZK,Pronájem bytu 2+1 54 m²,apartment,rent,https://www.sreality.cz/detail/pronajem/byt/2+1/havirov-mesto-edisonova/25255772
185,25341788,"Slovinská, Praha 10 - Vršovice",CZ,50.0701591231203,14.4586569997605,line,55.0,17000.0,CZK,Pronájem bytu 2+kk 55 m²,apartment,rent,https://www.sreality.cz/detail/pronajem/byt/2+kk/praha-vrsovice-slovinska/25341788
187,25542492,"Mirotická, Praha 4 - Libuš",CZ,50.0138999412296,14.456288883870899,point,45.0,13500.0,CZK,Pronájem bytu 2+kk 45 m²,apartment,rent,https://www.sreality.cz/detail/pronajem/byt/2+kk/praha-libus-miroticka/25542492
188,25664604,"Obřanská, Bílovice nad Svitavou",CZ,49.244384499999995,16.6631828,point,90.0,16000.0,CZK,Pronájem bytu 3+kk 90 m²,apartment,rent,https://www.sreality.cz/detail/pronajem/byt/3+kk/bilovice-nad-svitavou-bilovice-nad-svitavou-obranska/25664604
190,25771868,"Lhotákova, Praha 8 - Libeň",CZ,50.1230177220637,14.4731837661476,point,65.0,16000.0,CZK,Pronájem bytu 2+kk 65 m²,apartment,rent,https://www.sreality.cz/detail/pronajem/byt/2+kk/praha-liben-lhotakova/25771868
191,25833052,"Vrážská, Praha 5 - Radotín",CZ,49.9849159020995,14.364118649109097,point,25.0,8450.0,CZK,Pronájem bytu 1+kk 25 m²,apartment,rent,https://www.sreality.cz/detail/pronajem/byt/1+kk/praha-radotin-vrazska/25833052
192,25861212,"K háječku, Praha 10 - Strašnice",CZ,50.066883000000004,14.516282,line,47.0,10500.0,CZK,Pronájem bytu 1+kk 47 m²,apartment,rent,https://www.sreality.cz/detail/pronajem/byt/1+kk/praha-strasnice-k-hajecku/25861212
193,26468188,"Hamerská, Litvínov - Janov",CZ,50.5932807391579,13.570371680230696,point,80.0,10000.0,CZK,Pronájem bytu 3+1 80 m²,apartment,rent,https://www.sreality.cz/detail/pronajem/byt/3+1/litvinov-janov-hamerska/26468188
196,26852444,"Oblouková, Praha 10 - Vršovice",CZ,50.06731769162521,14.455645493601804,point,26.0,11000.0,CZK,Pronájem bytu 1+kk 26 m²,apartment,rent,https://www.sreality.cz/detail/pronajem/byt/1+kk/praha-vrsovice-obloukova/26852444
198,26689372,"Běchovická, Praha 10 - Strašnice",CZ,50.079782698100004,14.4886733619,point,84.0,16000.0,CZK,Pronájem bytu 2+1 84 m²,apartment,rent,https://www.sreality.cz/detail/pronajem/byt/2+1/praha-strasnice-bechovicka/26689372
201,26902364,"Bieblova, Praha 5 - Smíchov",CZ,50.0659493670951,14.4010508950257,line,44.0,9900.0,CZK,Pronájem bytu 2+1 44 m²,apartment,rent,https://www.sreality.cz/detail/pronajem/byt/2+1/praha-smichov-bieblova/26902364
203,27254364,"Italská, Praha 2 - Vinohrady",CZ,50.08012457182551,14.437978732229302,line,107.0,53000.0,CZK,Pronájem bytu 3+kk 107 m²,apartment,rent,https://www.sreality.cz/detail/pronajem/byt/3+kk/praha-vinohrady-italska/27254364
204,27896924,"Masarykova, Brno - Brno-město",CZ,49.1932105124187,16.6097560897328,line,82.0,20000.0,CZK,Pronájem bytu 2+1 82 m²,apartment,rent,https://www.sreality.cz/detail/pronajem/byt/2+1/brno-brno-mesto-masarykova/27896924
207,28417116,"Studánka, okres Tachov",CZ,49.78141,12.602032000000001,point,75.0,8500.0,CZK,Pronájem bytu 2+kk 75 m²,apartment,rent,https://www.sreality.cz/detail/pronajem/byt/2+kk/studanka-studanka-/28417116
210,28643164,"Roháčova, Praha 3 - Žižkov",CZ,50.086608340278595,14.453569628597801,point,35.0,4000.0,CZK,Pronájem bytu 1+1 35 m²,apartment,rent,https://www.sreality.cz/detail/pronajem/byt/1+1/praha-zizkov-rohacova/28643164
211,28647004,"Vlkova, Praha 3 - Žižkov",CZ,50.0835190970994,14.4470923908433,line,75.0,22000.0,CZK,Pronájem bytu 3+1 75 m²,apartment,rent,https://www.sreality.cz/detail/pronajem/byt/3+1/praha-zizkov-vlkova/28647004
213,29007452,"Jungmannova, Praha 1 - Nové Město",CZ,50.081298162511104,14.4224242280321,line,77.0,39000.0,CZK,Pronájem bytu 2+kk 77 m²,apartment,rent,https://www.sreality.cz/detail/pronajem/byt/2+kk/praha-nove-mesto-jungmannova/29007452
218,30452828,"Blahníkova, Praha 3 - Žižkov",CZ,50.0855484008789,14.448450088501,point,51.0,17500.0,CZK,Pronájem bytu 2+kk 51 m²,apartment,rent,https://www.sreality.cz/detail/pronajem/byt/2+kk/praha-zizkov-blahnikova/30452828
221,30486364,"Belgická, Praha - Vinohrady",CZ,50.0726300672706,14.4361486954777,line,63.0,21000.0,CZK,Pronájem bytu 2+kk 63 m²,apartment,rent,https://www.sreality.cz/detail/pronajem/byt/2+kk/praha-vinohrady-belgicka/30486364
222,30695260,"Kmochova, Praha 5 - Smíchov",CZ,50.072540283203104,14.396120071411099,point,108.0,36000.0,CZK,Pronájem bytu 5+kk 108 m²,apartment,rent,https://www.sreality.cz/detail/pronajem/byt/5+kk/praha-smichov-kmochova/30695260
223,31099996,"Polská, Praha 2 - Vinohrady",CZ,50.0784188124383,14.4433616422342,line,45.0,12000.0,CZK,Pronájem bytu 2+1 45 m²,apartment,rent,https://www.sreality.cz/detail/pronajem/byt/2+1/praha-vinohrady-polska/31099996
224,31120988,"Jungmannova, Praha 1 - Nové Město",CZ,50.081298162511104,14.4224242280321,line,117.0,80000.0,CZK,Pronájem bytu 4+1 117 m² (Podkrovní),apartment,rent,https://www.sreality.cz/detail/pronajem/byt/4+1/praha-nove-mesto-jungmannova/31120988
228,31497308,"Nad višňovkou, Praha 6 - Ruzyně",CZ,50.0775,14.3176,point,156.0,40000.0,CZK,Pronájem bytu 4+kk 156 m²,apartment,rent,https://www.sreality.cz/detail/pronajem/byt/4+kk/praha-ruzyne-nad-visnovkou/31497308
230,31571036,"Tolstého, Ústí nad Labem - Střekov",CZ,50.647773293921496,14.054155520824699,line,21.0,4500.0,CZK,Pronájem bytu 1+kk 21 m²,apartment,rent,https://www.sreality.cz/detail/pronajem/byt/1+kk/usti-nad-labem-strekov-tolsteho/31571036
231,32382812,"Dělnická, Praha 7 - Holešovice",CZ,50.10309960000001,14.447362599999998,point,64.0,23000.0,CZK,Pronájem bytu 2+kk 64 m²,apartment,rent,https://www.sreality.cz/detail/pronajem/byt/2+kk/praha-holesovice-delnicka/32382812
232,32378716,"Valentinská, Praha 1 - Staré Město",CZ,50.088196532565604,14.416325522776502,point,64.0,17000.0,CZK,Pronájem bytu 2+1 64 m²,apartment,rent,https://www.sreality.cz/detail/pronajem/byt/2+1/praha-stare-mesto-valentinska/32378716
