,local_unique_id,address,Country,lat,lng,coordinate_type,living_area,price,currency,title,type,offer_type,url
0,69468,"Grafická, Praha 5 - Smíchov",CZ,50.0727965249743,14.393182617281001,point,58.0,7511000.0,CZK,Prodej bytu 2+kk 58 m² (Mezonet),apartment,sale,https://www.sreality.cz/detail/prodej/byt/2+kk/praha-smichov-graficka/69468
1,118364,"Ostrava - Moravská Ostrava, okres Ostrava-město",CZ,49.834645200004104,18.2820440791588,polygon,81.0,3600000.0,CZK,Prodej bytu 3+1 81 m²,apartment,sale,https://www.sreality.cz/detail/prodej/byt/3+1/ostrava-moravska-ostrava-/118364
3,261724,"Libušina, Karlovy Vary",CZ,50.221042748699396,12.886521975427305,line,132.0,11386200.0,CZK,Prodej bytu 3+kk 132 m² (Mezonet),apartment,sale,https://www.sreality.cz/detail/prodej/byt/3+kk/karlovy-vary-karlovy-vary-libusina/261724
6,446044,"Vivienda 203 de Urbanización El Diamante de Marina de Casares- Casares Costa, Španělsko",CZ,36.37732000000001,-5.2203800000000005,point,140.0,9624050.0,CZK,Prodej bytu 4+kk 140 m²,apartment,sale,https://www.sreality.cz/detail/prodej/byt/4+kk/vivienda-203-de-urbanizacion-el-diamante-de-marina-de-casares--casares-costa--/446044
9,495452,"Purkyňova, Plzeň - Jižní Předměstí",CZ,49.74078624166661,13.3742868242009,point,84.0,3999000.0,CZK,Prodej bytu 3+kk 84 m²,apartment,sale,https://www.sreality.cz/detail/prodej/byt/3+kk/plzen-jizni-predmesti-purkynova/495452
11,556636,"Na Šibeníku, Olomouc - Nová Ulice",CZ,49.597289,17.236442,point,63.0,3212620.0,CZK,Prodej bytu 2+kk 63 m²,apartment,sale,https://www.sreality.cz/detail/prodej/byt/2+kk/olomouc-nova-ulice-na-sibeniku/556636
14,798556,"Jakubská, Praha 1 - Staré Město",CZ,50.08813858032229,14.426770210266099,point,39.0,7490000.0,CZK,Prodej bytu 1+1 39 m²,apartment,sale,https://www.sreality.cz/detail/prodej/byt/1+1/praha-stare-mesto-jakubska/798556
16,1166940,"Rybářská, Plzeň - Jižní Předměstí",CZ,49.7495873240786,13.3658158735533,point,98.0,4320000.0,CZK,Prodej bytu 2+kk 98 m²,apartment,sale,https://www.sreality.cz/detail/prodej/byt/2+kk/plzen-jizni-predmesti-rybarska/1166940
20,1650268,"Velvarská, Horoměřice",CZ,50.1372383,14.3358605,point,78.0,5300000.0,CZK,Prodej bytu 2+kk 78 m²,apartment,sale,https://www.sreality.cz/detail/prodej/byt/2+kk/horomerice-horomerice-velvarska/1650268
21,1695324,"Slezská, Praha 3 - Vinohrady",CZ,50.0768013000488,14.463970184326199,point,112.0,11200000.0,CZK,Prodej bytu 3+kk 112 m² (Mezonet),apartment,sale,https://www.sreality.cz/detail/prodej/byt/3+kk/praha-vinohrady-slezska/1695324
23,1805404,"Plzeňská, Praha 5 - Motol",CZ,50.06983899094421,14.3666511183928,line,106.0,11000000.0,CZK,Prodej bytu 3+kk 106 m²,apartment,sale,https://www.sreality.cz/detail/prodej/byt/3+kk/praha-motol-plzenska/1805404
24,1896028,"Karla Kofránka, Hořice",CZ,50.3604408705226,15.635240193065199,point,38.0,2270040.0,CZK,Prodej bytu 2+kk 38 m²,apartment,sale,https://www.sreality.cz/detail/prodej/byt/2+kk/horice-horice-karla-kofranka/1896028
29,2289500,"Kuttelwascherova, Praha 9 - Černý Most",CZ,50.1050392117303,14.5805173126773,line,108.0,7699000.0,CZK,Prodej bytu 4+1 108 m²,apartment,sale,https://www.sreality.cz/detail/prodej/byt/4+1/praha-cerny-most-kuttelwascherova/2289500
31,2416220,"Chebská, Mariánské Lázně",CZ,49.9650639,12.6941771,point,30.0,2007369.0,CZK,Prodej bytu 1+kk 30 m²,apartment,sale,https://www.sreality.cz/detail/prodej/byt/1+kk/marianske-lazne-marianske-lazne-chebska/2416220
33,3026524,"Černý Důl, okres Trutnov",CZ,50.629299163818395,15.7120304107666,point,82.0,4950000.0,CZK,Prodej bytu 3+kk 82 m²,apartment,sale,https://www.sreality.cz/detail/prodej/byt/3+kk/cerny-dul-cerny-dul-/3026524
39,4877916,"U Řepory, Praha 5 - Stodůlky",CZ,50.042843,14.309628,point,104.0,13229070.0,CZK,Prodej bytu 4+kk 104 m²,apartment,sale,https://www.sreality.cz/detail/prodej/byt/4+kk/praha-stodulky-u-repory/4877916
40,2432604,"Lipová, Tachov",CZ,49.801809999999996,12.628029,point,65.0,1799000.0,CZK,Prodej bytu 2+1 65 m²,apartment,sale,https://www.sreality.cz/detail/prodej/byt/2+1/tachov-tachov-lipova/2432604
42,5479516,"Dlouhá, Praha 1 - Staré Město",CZ,50.0901001272248,14.4243459151219,line,60.0,10380000.0,CZK,Prodej bytu 2+1 60 m²,apartment,sale,https://www.sreality.cz/detail/prodej/byt/2+1/praha-stare-mesto-dlouha/5479516
45,5836636,"Slezská, Praha 3 - Vinohrady",CZ,50.07650694005979,14.454623602978499,point,81.0,9900000.0,CZK,Prodej bytu 2+1 81 m²,apartment,sale,https://www.sreality.cz/detail/prodej/byt/2+1/praha-vinohrady-slezska/5836636
48,6041180,"Římská, Praha 2 - Vinohrady",CZ,50.077808380127,14.432979583740199,point,63.0,7500000.0,CZK,Prodej bytu 3+1 63 m²,apartment,sale,https://www.sreality.cz/detail/prodej/byt/3+1/praha-vinohrady-rimska/6041180
49,6119260,"Osvobození, Tišnov",CZ,49.3554840613239,16.4249397211968,line,73.0,3490000.0,CZK,Prodej bytu 3+1 73 m²,apartment,sale,https://www.sreality.cz/detail/prodej/byt/3+1/tisnov-tisnov-osvobozeni/6119260
50,6528604,"Wolkerova, Olomouc",CZ,49.587557409258785,17.2437306100076,line,89.0,4725750.0,CZK,Prodej bytu 3+kk 89 m²,apartment,sale,https://www.sreality.cz/detail/prodej/byt/3+kk/olomouc-olomouc-wolkerova/6528604
51,6541148,"Břízová, Moravský Krumlov",CZ,49.0414914471533,16.307565145755998,point,93.0,2900000.0,CZK,Prodej bytu 3+1 93 m²,apartment,sale,https://www.sreality.cz/detail/prodej/byt/3+1/moravsky-krumlov-moravsky-krumlov-brizova/6541148
52,6758236,"Dělnická, Praha 7 - Holešovice",CZ,50.1034152250195,14.4545532413247,point,110.0,12987261.0,CZK,Prodej bytu 4+kk 110 m²,apartment,sale,https://www.sreality.cz/detail/prodej/byt/4+kk/praha-holesovice-delnicka/6758236
55,7036764,"Mařákova, Litomyšl - Litomyšl-Město",CZ,49.8622956733569,16.3057623624,line,63.0,2899000.0,CZK,Prodej bytu 3+1 63 m²,apartment,sale,https://www.sreality.cz/detail/prodej/byt/3+1/litomysl-litomysl-mesto-marakova/7036764
57,7475036,"Na Zámyšli, Praha 5 - Košíře",CZ,50.069538670829104,14.374029540579,point,49.0,4990000.0,CZK,Prodej bytu 2+kk 49 m²,apartment,sale,https://www.sreality.cz/detail/prodej/byt/2+kk/praha-kosire-na-zamysli/7475036
58,7606108,"Opava, okres Opava",CZ,49.9306055,17.877936899999995,point,141.0,3990000.0,CZK,Prodej bytu 3+kk 141 m²,apartment,sale,https://www.sreality.cz/detail/prodej/byt/3+kk/opava--/7606108
60,7642204,"Brněnská, Česká Lípa",CZ,50.69242594065639,14.547927132515099,line,75.0,1650000.0,CZK,Prodej bytu 3+1 75 m²,apartment,sale,https://www.sreality.cz/detail/prodej/byt/3+1/ceska-lipa-ceska-lipa-brnenska/7642204
61,7715932,"Na Sídlišti, Dolní Bousov",CZ,50.437698864782114,15.121475087179899,point,88.0,2590000.0,CZK,Prodej bytu 3+1 88 m²,apartment,sale,https://www.sreality.cz/detail/prodej/byt/3+1/dolni-bousov-dolni-bousov-na-sidlisti/7715932
62,7982684,"Na Výsluní, Boskovice",CZ,49.490320949956796,16.6683836189052,line,47.0,2981059.0,CZK,Prodej bytu 2+kk 47 m²,apartment,sale,https://www.sreality.cz/detail/prodej/byt/2+kk/boskovice-boskovice-na-vysluni/7982684
64,8711772,"Buchlovice, okres Uherské Hradiště",CZ,49.076371161817995,17.3370733688202,point,231.0,8502000.0,CZK,Prodej bytu 4+kk 231 m²,apartment,sale,https://www.sreality.cz/detail/prodej/byt/4+kk/buchlovice-buchlovice-/8711772
68,8900188,"Veselí nad Lužnicí, okres Tábor",CZ,49.1842961257374,14.6973358340078,polygon,63.0,1090000.0,CZK,Prodej bytu 3+1 63 m²,apartment,sale,https://www.sreality.cz/detail/prodej/byt/3+1/veseli-nad-luznici--/8900188
69,9612892,"Na Nivách, Cheb",CZ,50.0721652495688,12.356436898622,line,53.0,2390000.0,CZK,Prodej bytu 2+kk 53 m²,apartment,sale,https://www.sreality.cz/detail/prodej/byt/2+kk/cheb-cheb-na-nivach/9612892
70,9846364,"Křižíkova, Praha 8 - Karlín",CZ,50.092059988100004,14.4496298273,point,48.0,8000000.0,CZK,Prodej bytu 2+kk 48 m²,apartment,sale,https://www.sreality.cz/detail/prodej/byt/2+kk/praha-karlin-krizikova/9846364
72,10169948,"Zenklova, Praha 8",CZ,50.1045455,14.4724294,point,54.0,6154512.0,CZK,Prodej bytu 2+kk 54 m²,apartment,sale,https://www.sreality.cz/detail/prodej/byt/2+kk/praha-praha-8-zenklova/10169948
73,10424156,"Španělská, Praha 2 - Vinohrady",CZ,50.07930607016539,14.4341042576209,point,27.0,4860000.0,CZK,Prodej bytu 1+kk 27 m²,apartment,sale,https://www.sreality.cz/detail/prodej/byt/1+kk/praha-vinohrady-spanelska/10424156
75,10702684,"Ke Kotlářce, Praha 5 - Košíře",CZ,50.0693861486673,14.3566788953915,point,65.0,4700000.0,CZK,Prodej bytu 2+1 65 m²,apartment,sale,https://www.sreality.cz/detail/prodej/byt/2+1/praha-kosire-ke-kotlarce/10702684
76,10861660,"Nádražní, Ostrava - Moravská Ostrava a Přívoz",CZ,49.8427505493164,18.2820796966553,point,85.0,3100000.0,CZK,Prodej bytu 3+1 85 m²,apartment,sale,https://www.sreality.cz/detail/prodej/byt/3+1/ostrava-moravska-ostrava-a-privoz-nadrazni/10861660
79,10989404,"Cabo Roig, Španělsko",CZ,37.9150112393615,-0.7238513088255442,point,79.0,4201915.0,CZK,Prodej bytu 3+1 79 m²,apartment,sale,https://www.sreality.cz/detail/prodej/byt/3+1/cabo-roig--/10989404
81,11071324,"Úvoz, Brno - Staré Brno",CZ,49.1950279400506,16.594590246261,point,58.0,4990000.0,CZK,Prodej bytu 1+kk 58 m²,apartment,sale,https://www.sreality.cz/detail/prodej/byt/1+kk/brno-stare-brno-uvoz/11071324
83,11046492,"Národních mučedníků, Veselí nad Moravou",CZ,48.949577891759795,17.3827635861799,point,76.0,2274000.0,CZK,Prodej bytu 2+kk 76 m²,apartment,sale,https://www.sreality.cz/detail/prodej/byt/2+kk/veseli-nad-moravou-veseli-nad-moravou-narodnich-mucedniku/11046492
85,12021340,"Kurandové, Praha 5 - Hlubočepy",CZ,50.032111,14.379739,point,41.0,4750000.0,CZK,Prodej bytu 2+kk 41 m²,apartment,sale,https://www.sreality.cz/detail/prodej/byt/2+kk/praha-hlubocepy-kurandove/12021340
88,12500060,"Křepice, okres Břeclav",CZ,49.001162069303504,16.7261871421804,point,97.0,2990000.0,CZK,Prodej bytu 3+1 97 m²,apartment,sale,https://www.sreality.cz/detail/prodej/byt/3+1/krepice-krepice-/12500060
89,12865372,"Tribunj, Chorvatsko",CZ,43.756950378418,15.747570037841802,point,86.0,4688404.0,CZK,Prodej bytu 3+kk 86 m² (Mezonet),apartment,sale,https://www.sreality.cz/detail/prodej/byt/3+kk/tribunj--/12865372
91,13066076,"Věrovany - Nenakonice, okres Olomouc",CZ,49.4697083820488,17.2857493092176,polygon,670.0,3800000.0,CZK,Prodej bytu 5+1 670 m²,apartment,sale,https://www.sreality.cz/detail/prodej/byt/5+1/verovany-nenakonice-/13066076
93,13343836,"Kašperské Hory, okres Klatovy",CZ,49.14289152388621,13.556160961812001,polygon,47.0,2820000.0,CZK,Prodej bytu 2+kk 47 m²,apartment,sale,https://www.sreality.cz/detail/prodej/byt/2+kk/kasperske-hory-kasperske-hory-/13343836
95,14261340,"Malešická, Praha 10 - Malešice",CZ,50.0867296167664,14.4960584798276,point,155.0,18491402.0,CZK,Prodej bytu 5+kk 155 m²,apartment,sale,https://www.sreality.cz/detail/prodej/byt/5+kk/praha-malesice-malesicka/14261340
97,14774108,"Generála Janouška, Praha 9 - Černý Most",CZ,50.10631175256579,14.5704930343119,point,87.0,5750000.0,CZK,Prodej bytu 4+1 87 m²,apartment,sale,https://www.sreality.cz/detail/prodej/byt/4+1/praha-cerny-most-generala-janouska/14774108
99,15182940,"Za Lékárnou, Rtyně v Podkrkonoší",CZ,50.50706252473061,16.0678892181954,point,57.0,1400000.0,CZK,Prodej bytu 2+1 57 m²,apartment,sale,https://www.sreality.cz/detail/prodej/byt/2+1/rtyne-v-podkrkonosi-rtyne-v-podkrkonosi-za-lekarnou/15182940
105,15973468,"Útulná, Praha 10 - Malešice",CZ,50.082845555555714,14.493159387965,point,55.0,4890000.0,CZK,Prodej bytu 2+1 55 m²,apartment,sale,https://www.sreality.cz/detail/prodej/byt/2+1/praha-malesice-utulna/15973468
107,16113244,"Terronská, Praha 6 - Bubeneč",CZ,50.10263,14.399044,point,166.0,19500000.0,CZK,Prodej bytu 4+kk 166 m²,apartment,sale,https://www.sreality.cz/detail/prodej/byt/4+kk/praha-bubenec-terronska/16113244
108,16100444,"Tehov - Nemíž, okres Benešov",CZ,49.742752038096114,14.9335276251413,polygon,78.0,2500000.0,CZK,Prodej bytu 3+1 78 m²,apartment,sale,https://www.sreality.cz/detail/prodej/byt/3+1/tehov-nemiz-/16100444
109,16142172,"Raichlova, Praha 5 - Stodůlky",CZ,50.0381581555266,14.328942435300501,point,60.0,5399000.0,CZK,Prodej bytu 2+kk 60 m²,apartment,sale,https://www.sreality.cz/detail/prodej/byt/2+kk/praha-stodulky-raichlova/16142172
110,16424796,"Wenzigova, Praha 2 - Nové Město",CZ,50.0708276095501,14.4313719249276,point,78.0,6990000.0,CZK,Prodej bytu 3+kk 78 m²,apartment,sale,https://www.sreality.cz/detail/prodej/byt/3+kk/praha-nove-mesto-wenzigova/16424796
112,16555612,"Jankovcova, Praha 7 - Holešovice",CZ,50.1105093694938,14.4506235097543,point,204.0,12000000.0,CZK,Prodej bytu 2+kk 204 m² (Mezonet),apartment,sale,https://www.sreality.cz/detail/prodej/byt/2+kk/praha-holesovice-jankovcova/16555612
113,16895580,"Letní, Brno - Židenice",CZ,49.19244783,16.6354037864,point,52.0,3990000.0,CZK,Prodej bytu 2+kk 52 m²,apartment,sale,https://www.sreality.cz/detail/prodej/byt/2+kk/brno-zidenice-letni/16895580
114,16739932,"Anny Letenské, Praha 2 - Vinohrady",CZ,50.07788244278849,14.4378942825308,line,126.0,18950000.0,CZK,Prodej bytu 3+1 126 m²,apartment,sale,https://www.sreality.cz/detail/prodej/byt/3+1/praha-vinohrady-anny-letenske/16739932
115,16957276,"U Sluncové, Praha 8 - Karlín",CZ,50.09562683105471,14.4695501327515,point,33.0,4526892.0,CZK,Prodej bytu 1+kk 33 m²,apartment,sale,https://www.sreality.cz/detail/prodej/byt/1+kk/praha-karlin-u-sluncove/16957276
116,17075804,"ulice Krále Jiřího, Karlovy Vary - část obce Karlovy Vary",CZ,50.2275584040574,12.874146122196498,line,85.0,4160000.0,CZK,Prodej bytu 3+1 85 m²,apartment,sale,https://www.sreality.cz/detail/prodej/byt/3+1/karlovy-vary-cast-obce-karlovy-vary-ulice-krale-jiriho/17075804
118,17476700,"Nad Hřištěm, Nová Ves",CZ,50.2198547090479,14.5322363949033,line,64.0,5590000.0,CZK,Prodej bytu 2+kk 64 m²,apartment,sale,https://www.sreality.cz/detail/prodej/byt/2+kk/nova-ves-nova-ves-nad-hristem/17476700
119,17444444,"Komenského, Fryšták - Horní Ves",CZ,49.2889875524897,17.6907873769659,line,57.0,2899050.0,CZK,Prodej bytu 2+kk 57 m²,apartment,sale,https://www.sreality.cz/detail/prodej/byt/2+kk/frystak-horni-ves-komenskeho/17444444
121,17530716,"Naskové, Praha 5 - Košíře",CZ,50.0622985641325,14.363470455696199,point,152.0,19593530.0,CZK,Prodej bytu 5+kk 152 m²,apartment,sale,https://www.sreality.cz/detail/prodej/byt/5+kk/praha-kosire-naskove/17530716
122,17719132,"Jedličkova, Litvínov - Horní Litvínov",CZ,50.606459705713704,13.6277852305883,line,61.0,1890000.0,CZK,Prodej bytu 3+1 61 m²,apartment,sale,https://www.sreality.cz/detail/prodej/byt/3+1/litvinov-horni-litvinov-jedlickova/17719132
129,19033692,"Havlíčkova, Havlíčkův Brod",CZ,49.612819257,15.5618141611,point,77.0,3325000.0,CZK,Prodej bytu 3+kk 77 m²,apartment,sale,https://www.sreality.cz/detail/prodej/byt/3+kk/havlickuv-brod-havlickuv-brod-havlickova/19033692
131,19082844,"Bezděkovská, Strakonice - Strakonice II",CZ,49.2538329434389,13.907969603704801,point,54.0,1880000.0,CZK,Prodej bytu 2+1 54 m²,apartment,sale,https://www.sreality.cz/detail/prodej/byt/2+1/strakonice-strakonice-ii-bezdekovska/19082844
133,19315804,"Zvonková, Havířov - Šumbark",CZ,49.8027181556598,18.420253681546303,point,79.0,1620000.0,CZK,Prodej bytu 3+1 79 m²,apartment,sale,https://www.sreality.cz/detail/prodej/byt/3+1/havirov-sumbark-zvonkova/19315804
134,19328860,"Višňová, Milovice - Mladá",CZ,50.2276945567582,14.866917787667804,point,81.0,3990000.0,CZK,Prodej bytu 3+kk 81 m²,apartment,sale,https://www.sreality.cz/detail/prodej/byt/3+kk/milovice-mlada-visnova/19328860
136,19640156,"Na Petynce, Praha 6 - Břevnov",CZ,50.0877666998291,14.368231416628499,point,138.0,14850000.0,CZK,Prodej bytu 3+kk 138 m²,apartment,sale,https://www.sreality.cz/detail/prodej/byt/3+kk/praha-brevnov-na-petynce/19640156
137,19672924,"Vřídelní, Karlovy Vary",CZ,50.2247003872,12.8834683793,point,99.0,4250000.0,CZK,Prodej bytu 3+1 99 m²,apartment,sale,https://www.sreality.cz/detail/prodej/byt/3+1/karlovy-vary-karlovy-vary-vridelni/19672924
139,19873628,"Karla Pokorného, Ostrava - Poruba",CZ,49.837823711352904,18.1812473582253,line,65.0,2550000.0,CZK,Prodej bytu 3+1 65 m²,apartment,sale,https://www.sreality.cz/detail/prodej/byt/3+1/ostrava-poruba-karla-pokorneho/19873628
140,19840860,"Barrandovská, Praha - Hlubočepy",CZ,50.03315415139979,14.398689762480302,line,224.0,17700000.0,CZK,Prodej bytu 3+kk 224 m²,apartment,sale,https://www.sreality.cz/detail/prodej/byt/3+kk/praha-hlubocepy-barrandovska/19840860
142,20524636,"17. listopadu, Chomutov",CZ,50.4796213836449,13.420384465578499,point,80.0,1190000.0,CZK,Prodej bytu 3+1 80 m²,apartment,sale,https://www.sreality.cz/detail/prodej/byt/3+1/chomutov-chomutov-17--listopadu/20524636
147,21163868,"Kuželova, Praha 9 - Letňany",CZ,50.141177026899996,14.5105130028,point,82.0,5790000.0,CZK,Prodej bytu 3+kk 82 m² (Mezonet),apartment,sale,https://www.sreality.cz/detail/prodej/byt/3+kk/praha-letnany-kuzelova/21163868
148,21077084,"Antonína Poledníka, Ostrava - Dubina",CZ,49.77774408822479,18.2526651658078,line,68.0,2250000.0,CZK,Prodej bytu 3+1 68 m²,apartment,sale,https://www.sreality.cz/detail/prodej/byt/3+1/ostrava-dubina-antonina-polednika/21077084
149,21110620,"Větrná, Ústí nad Labem - Severní Terasa",CZ,50.68432,14.026060000000001,point,69.0,1690000.0,CZK,Prodej bytu 2+1 69 m²,apartment,sale,https://www.sreality.cz/detail/prodej/byt/2+1/usti-nad-labem-severni-terasa-vetrna/21110620
151,21277788,"Novodvorská, Praha 4 - Lhotka",CZ,50.019882700000004,14.446404600000001,point,78.0,5790000.0,CZK,Prodej bytu 3+kk 78 m²,apartment,sale,https://www.sreality.cz/detail/prodej/byt/3+kk/praha-lhotka-novodvorska/21277788
153,21319516,"Hasičská, Ostrava - Hrabůvka",CZ,49.7921672388947,18.2624017842662,line,92.0,4020000.0,CZK,Prodej bytu 4+kk 92 m²,apartment,sale,https://www.sreality.cz/detail/prodej/byt/4+kk/ostrava-hrabuvka-hasicska/21319516
155,21987164,"Na Kozačce, Praha 2 - Vinohrady",CZ,50.0714613393013,14.442352826898599,line,35.0,4690000.0,CZK,Prodej bytu 2+kk 35 m²,apartment,sale,https://www.sreality.cz/detail/prodej/byt/2+kk/praha-vinohrady-na-kozacce/21987164
156,21487196,"Kolbenova, Praha",CZ,50.1106023994707,14.517480313799698,line,100.0,11211430.0,CZK,Prodej bytu 4+kk 100 m²,apartment,sale,https://www.sreality.cz/detail/prodej/byt/4+kk/praha--kolbenova/21487196
160,22715484,"Horova, Olomouc - Hodolany",CZ,49.596577704,17.2882974974,point,50.0,3090000.0,CZK,Prodej bytu 2+1 50 m²,apartment,sale,https://www.sreality.cz/detail/prodej/byt/2+1/olomouc-hodolany-horova/22715484
161,22576988,"Bedřicha Václavka, Ostrava - Bělský Les",CZ,49.7821298146391,18.2492278834113,line,85.0,2890000.0,CZK,Prodej bytu 4+1 85 m²,apartment,sale,https://www.sreality.cz/detail/prodej/byt/4+1/ostrava-belsky-les-bedricha-vaclavka/22576988
162,22605404,"Třebízského, Slaný",CZ,50.232307399999996,14.082638699999999,point,105.0,5316726.0,CZK,Prodej bytu 3+kk 105 m²,apartment,sale,https://www.sreality.cz/detail/prodej/byt/3+kk/slany-slany-trebizskeho/22605404
163,22822492,"Matrei in Osttirol, Rakousko",CZ,46.9999999342775,12.5333332910304,point,31.0,3930950.0,CZK,Prodej bytu 1+kk 31 m²,apartment,sale,https://www.sreality.cz/detail/prodej/byt/1+kk/matrei-in-osttirol--/22822492
167,23240284,"Vir, Chorvatsko",CZ,44.3009530163818,15.0884988898015,point,115.0,5422000.0,CZK,Prodej bytu 3+kk 115 m²,apartment,sale,https://www.sreality.cz/detail/prodej/byt/3+kk/vir--/23240284
169,23670364,"Unhošť, okres Kladno",CZ,50.086999999999996,14.135717000000001,point,87.0,6364820.0,CZK,Prodej bytu 4+kk 87 m²,apartment,sale,https://www.sreality.cz/detail/prodej/byt/4+kk/unhost-unhost-/23670364
171,23756636,"S. K. Neumanna, Chrudim - Chrudim III",CZ,49.94147491963761,15.7974034505261,line,58.0,2995000.0,CZK,Prodej bytu 2+1 58 m²,apartment,sale,https://www.sreality.cz/detail/prodej/byt/2+1/chrudim-chrudim-iii-s--k--neumanna/23756636
172,23960668,"Spojovací, Dobřany",CZ,49.6563072587971,13.296360557707901,line,73.0,2790000.0,CZK,Prodej bytu 3+1 73 m²,apartment,sale,https://www.sreality.cz/detail/prodej/byt/3+1/dobrany-dobrany-spojovaci/23960668
173,24121180,"Písečná, Rožnov pod Radhoštěm",CZ,49.4683776030954,18.1348812488928,point,85.0,4300000.0,CZK,Prodej bytu 3+kk 85 m²,apartment,sale,https://www.sreality.cz/detail/prodej/byt/3+kk/roznov-pod-radhostem-roznov-pod-radhostem-pisecna/24121180
176,23973468,"Olomouc, okres Olomouc",CZ,49.593868693598786,17.2508705732619,polygon,117.0,6188380.0,CZK,Prodej bytu 3+kk 117 m²,apartment,sale,https://www.sreality.cz/detail/prodej/byt/3+kk/olomouc--/23973468
179,24964700,"Konzumní, Praha 9 - Hloubětín",CZ,50.1060221375705,14.5332110364693,line,55.0,5588424.0,CZK,Prodej bytu 2+kk 55 m²,apartment,sale,https://www.sreality.cz/detail/prodej/byt/2+kk/praha-hloubetin-konzumni/24964700
181,25022044,"Zlín - Příluky, okres Zlín",CZ,49.2269256795985,17.713443981305797,polygon,74.0,4438100.0,CZK,Prodej bytu 3+kk 74 m²,apartment,sale,https://www.sreality.cz/detail/prodej/byt/3+kk/zlin-priluky-/25022044
182,25005916,"Mírová, Lovosice",CZ,50.512020057436104,14.0560086562835,line,54.0,1390000.0,CZK,Prodej bytu 2+1 54 m²,apartment,sale,https://www.sreality.cz/detail/prodej/byt/2+1/lovosice-lovosice-mirova/25005916
186,25214044,"Petrohradská, Praha 10 - Vršovice",CZ,50.0682610904153,14.450835283817899,point,58.0,6354900.0,CZK,Prodej bytu 2+1 58 m²,apartment,sale,https://www.sreality.cz/detail/prodej/byt/2+1/praha-vrsovice-petrohradska/25214044
194,26177372,"Holečkova, Praha 5 - Smíchov",CZ,50.073593100000004,14.393877,point,47.0,4999500.0,CZK,Prodej bytu 1+kk 47 m² (Mezonet),apartment,sale,https://www.sreality.cz/detail/prodej/byt/1+kk/praha-smichov-holeckova/26177372
197,26615644,"Střížkovská, Praha 9 - Střížkov",CZ,50.124982397475,14.484176370522,point,23.0,2690000.0,CZK,Prodej bytu 1+kk 23 m²,apartment,sale,https://www.sreality.cz/detail/prodej/byt/1+kk/praha-strizkov-strizkovska/26615644
199,26894172,"Plzenecká, Plzeň - Východní Předměstí",CZ,49.738689967591,13.3930835493997,line,62.0,2790000.0,CZK,Prodej bytu 2+1 62 m²,apartment,sale,https://www.sreality.cz/detail/prodej/byt/2+1/plzen-vychodni-predmesti-plzenecka/26894172
200,26906460,"Na úlehli, Praha 4 - Michle",CZ,50.046898999999996,14.463115,line,41.0,3890000.0,CZK,Prodej bytu 2+kk 41 m²,apartment,sale,https://www.sreality.cz/detail/prodej/byt/2+kk/praha-michle-na-ulehli/26906460
205,27930460,"Kojetická, Neratovice",CZ,50.252897316988,14.5196175798475,line,41.0,2257300.0,CZK,Prodej bytu 1+kk 41 m²,apartment,sale,https://www.sreality.cz/detail/prodej/byt/1+kk/neratovice-neratovice-kojeticka/27930460
206,28057436,"Bří. Čapků, Šumperk",CZ,49.961505700553104,16.962482065587302,line,59.0,1950000.0,CZK,Prodej bytu 2+1 59 m²,apartment,sale,https://www.sreality.cz/detail/prodej/byt/2+1/sumperk-sumperk-bri--capku/28057436
208,28532572,"Urbánkova, Praha 4 - Modřany",CZ,50.0022113366609,14.4282600660399,line,81.0,5300000.0,CZK,Prodej bytu 3+1 81 m²,apartment,sale,https://www.sreality.cz/detail/prodej/byt/3+1/praha-modrany-urbankova/28532572
209,28540764,"U Archivu, Beroun - Beroun-Město",CZ,49.958437582561906,14.0677020515397,point,66.0,3999000.0,CZK,Prodej bytu 2+kk 66 m²,apartment,sale,https://www.sreality.cz/detail/prodej/byt/2+kk/beroun-beroun-mesto-u-archivu/28540764
212,28868444,"Záhřebská, Praha 2 - Vinohrady",CZ,50.073287742725,14.4397895674928,point,28.0,5780000.0,CZK,Prodej bytu 1+kk 28 m²,apartment,sale,https://www.sreality.cz/detail/prodej/byt/1+kk/praha-vinohrady-zahrebska/28868444
214,29351772,"Čechova, Plzeň - Jižní Předměstí",CZ,49.7324543383266,13.3736073015222,line,49.0,2890000.0,CZK,Prodej bytu 2+kk 49 m²,apartment,sale,https://www.sreality.cz/detail/prodej/byt/2+kk/plzen-jizni-predmesti-cechova/29351772
216,29478492,"Čerpadlová, Praha 9 - Vysočany",CZ,50.10077800000001,14.506194,point,76.0,7100000.0,CZK,Prodej bytu 3+kk 76 m²,apartment,sale,https://www.sreality.cz/detail/prodej/byt/3+kk/praha-vysocany-cerpadlova/29478492
217,29777756,"Arm. gen. L. Svobody, Studénka - Butovice",CZ,49.7166317720158,18.0569014322552,line,78.0,1450000.0,CZK,Prodej bytu 3+1 78 m²,apartment,sale,https://www.sreality.cz/detail/prodej/byt/3+1/studenka-butovice-arm--gen--l--svobody/29777756
219,29974364,"Do zahrádek I, Praha",CZ,50.0562527435714,14.291478023804801,line,98.0,12485320.0,CZK,Prodej bytu 4+kk 98 m²,apartment,sale,https://www.sreality.cz/detail/prodej/byt/4+kk/praha--do-zahradek-i/29974364
